finding_id,scan_id,scan_date,detected_timestamp,asset_id,asset_name,asset_type,environment,business_unit,owner_team,cve_id,vulnerability_title,vulnerability_category,severity,cvss_score,cvss_vector,status,first_detected_date,age_days,remediation_hours,asset_value_at_risk,weighted_risk,remediation_sla_days,exploit_available,detection_source,source_updated_at
FND-002833,SCN-20260415-2229,2026-04-15,2026-04-15T06:23:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-12-25,111,23.04,2263800.00,117.60,7,true,Qualys VMDR,2026-04-15T08:23:00+00:00
FND-002834,SCN-20260429-1475,2026-04-29,2026-04-29T06:24:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-44795,Authentication Bypass in the configuration server,Authentication Bypass,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-26,124,15.40,572000.00,52.00,90,true,Wiz,2026-04-29T08:24:00+00:00
FND-002835,SCN-20260202-2230,2026-02-02,2026-02-02T06:25:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2025-09-11,144,10.92,270000.00,30.00,30,false,Rapid7 InsightVM,2026-02-02T08:25:00+00:00
FND-002836,SCN-20260404-2231,2026-04-04,2026-04-04T06:26:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-02-27,36,11.70,1032000.00,86.00,30,true,Wiz,2026-04-04T08:26:00+00:00
FND-002837,SCN-20260302-0354,2026-03-02,2026-03-02T06:27:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-12-16,76,5.40,699600.00,53.00,90,false,Rapid7 InsightVM,2026-03-03T08:27:00+00:00
FND-002838,SCN-20260322-2232,2026-03-22,2026-03-22T06:28:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-01-22,59,12.35,2064000.00,111.80,30,true,Wiz,2026-03-22T08:28:00+00:00
FND-002839,SCN-20260413-2233,2026-04-13,2026-04-13T06:29:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-43425,Authentication Bypass in the container runtime shim,Authentication Bypass,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-25,47,14.00,321640.00,34.40,90,false,Manual Pentest,2026-04-13T08:29:00+00:00
FND-002840,SCN-20260128-0724,2026-01-28,2026-01-28T06:30:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-41644,SQL Injection in the message queue broker,SQL Injection,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-23,36,7.35,444000.00,37.00,180,false,Qualys VMDR,2026-01-30T08:30:00+00:00
FND-002841,SCN-20260506-2234,2026-05-06,2026-05-06T06:31:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Accepted Risk,2026-04-10,26,21.28,1501500.00,100.10,7,true,Nessus,2026-05-06T08:31:00+00:00
FND-002842,SCN-20260621-2235,2026-06-21,2026-06-21T06:32:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-05-21,31,5.40,143100.00,26.50,90,false,Wiz,2026-06-23T08:32:00+00:00
FND-002843,SCN-20260405-2236,2026-04-05,2026-04-05T06:33:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,In Remediation,2025-09-15,202,25.60,1724800.00,107.80,7,true,Manual Pentest,2026-04-06T08:33:00+00:00
FND-002844,SCN-20260702-1302,2026-07-02,2026-07-02T06:34:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-40959,Path Traversal in the identity federation module,Path Traversal,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-03-29,95,6.65,929500.00,71.50,90,false,CrowdStrike Spotlight,2026-07-04T08:34:00+00:00
FND-002845,SCN-20260210-2237,2026-02-10,2026-02-10T06:35:00+00:00,AST-016,marketing-cms,Server,Staging,Marketing,Web Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2026-01-01,40,5.40,57240.00,15.90,90,false,Qualys VMDR,2026-02-10T08:35:00+00:00
FND-002846,SCN-20260622-2238,2026-06-22,2026-06-22T06:36:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2026-44247,Privilege Escalation in the identity federation module,Privilege Escalation,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-06-03,19,17.16,230010.00,41.00,30,false,Rapid7 InsightVM,2026-06-22T08:36:00+00:00
FND-002847,SCN-20260206-2239,2026-02-06,2026-02-06T06:37:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2025-43699,Path Traversal in the metrics collector agent,Path Traversal,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-09-19,140,5.39,194990.00,24.80,180,false,Qualys VMDR,2026-02-06T08:37:00+00:00
FND-002848,SCN-20260418-2240,2026-04-18,2026-04-18T06:38:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-42192,Insecure Deserialization in the workflow scheduler,Insecure Deserialization,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-01-25,83,16.06,667920.00,70.40,30,true,Nessus,2026-04-19T08:38:00+00:00
FND-002849,SCN-20251118-2241,2025-11-18,2025-11-18T06:39:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Accepted Risk,2025-10-07,42,11.70,1857600.00,111.80,30,true,Qualys VMDR,2025-11-18T08:39:00+00:00
FND-002850,SCN-20260115-2242,2026-01-15,2026-01-15T06:40:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-08-31,137,10.40,708750.00,67.50,30,false,Nessus,2026-01-15T08:40:00+00:00
FND-002851,SCN-20251228-2243,2025-12-28,2025-12-28T06:41:00+00:00,AST-021,dev-sandbox-box,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-44521,Information Disclosure in the backup client,Information Disclosure,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-08-22,128,7.02,57510.00,14.20,30,false,Nessus,2025-12-29T08:41:00+00:00
FND-002852,SCN-20260401-2029,2026-04-01,2026-04-01T06:42:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-45754,SQL Injection in the log-shipping daemon,SQL Injection,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-10-25,158,16.80,2102100.00,117.60,7,true,Qualys VMDR,2026-04-01T08:42:00+00:00
FND-002853,SCN-20260326-2244,2026-03-26,2026-03-26T06:43:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-41644,SQL Injection in the message queue broker,SQL Injection,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-02-20,34,6.65,721500.00,44.40,180,false,Nessus,2026-03-26T08:43:00+00:00
FND-002854,SCN-20260410-2245,2026-04-10,2026-04-10T06:44:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-01-13,87,14.30,312180.00,43.00,30,true,Qualys VMDR,2026-04-11T08:44:00+00:00
FND-002855,SCN-20260726-2246,2026-07-26,2026-07-26T06:45:00+00:00,AST-011,logging-elastic-node,Cloud VM,Production,Observability,Platform SRE,CVE-2026-42329,Path Traversal in the API gateway plugin,Path Traversal,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-03-23,125,9.10,508400.00,57.40,30,true,Wiz,2026-07-26T08:45:00+00:00
FND-002856,SCN-20260407-2247,2026-04-07,2026-04-07T06:46:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2025-10-26,163,5.40,1399200.00,68.90,90,false,Wiz,2026-04-07T08:46:00+00:00
FND-002857,SCN-20260509-2248,2026-05-09,2026-05-09T06:47:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-41233,Cryptographic Weakness in the backup client,Cryptographic Weakness,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-16,54,8.55,1399200.00,68.90,90,false,CrowdStrike Spotlight,2026-05-09T08:47:00+00:00
FND-002858,SCN-20251212-2249,2025-12-12,2025-12-12T06:48:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-10-07,66,5.70,878475.00,63.60,90,false,Wiz,2025-12-12T08:48:00+00:00
FND-002859,SCN-20260315-1918,2026-03-15,2026-03-15T06:49:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2025-12-10,95,13.00,842800.00,77.40,30,true,Qualys VMDR,2026-03-17T08:49:00+00:00
FND-002860,SCN-20260505-0689,2026-05-05,2026-05-05T06:50:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-12,82,10.40,708750.00,67.50,30,false,Nessus,2026-05-05T08:50:00+00:00
FND-002861,SCN-20260215-2250,2026-02-15,2026-02-15T06:51:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-10-27,111,6.60,513040.00,42.40,90,false,Rapid7 InsightVM,2026-02-15T08:51:00+00:00
FND-002862,SCN-20260312-2251,2026-03-12,2026-03-12T06:52:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-19,113,11.44,525000.00,52.50,30,false,Rapid7 InsightVM,2026-03-12T08:52:00+00:00
FND-002863,SCN-20260508-2252,2026-05-08,2026-05-08T06:00:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2026-03-22,47,24.64,1228500.00,100.10,7,true,Nessus,2026-05-09T08:00:00+00:00
FND-002864,SCN-20260106-0503,2026-01-06,2026-01-06T06:01:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2025-11-05,62,12.35,592110.00,68.80,30,true,Nessus,2026-01-08T08:01:00+00:00
FND-002865,SCN-20260511-1789,2026-05-11,2026-05-11T06:02:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-03-30,42,24.64,928200.00,91.00,7,true,Nessus,2026-05-12T08:02:00+00:00
FND-002866,SCN-20260608-2253,2026-06-08,2026-06-08T06:03:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2026-01-25,134,26.88,652680.00,78.40,7,true,Manual Pentest,2026-06-08T08:03:00+00:00
FND-002867,SCN-20260417-2254,2026-04-17,2026-04-17T06:04:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,In Remediation,2025-09-30,199,21.28,533715.00,72.80,7,true,CrowdStrike Spotlight,2026-04-17T08:04:00+00:00
FND-002868,SCN-20260703-0947,2026-07-03,2026-07-03T06:05:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-43973,Cryptographic Weakness in the API gateway plugin,Cryptographic Weakness,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-05-23,41,12.96,1064700.00,100.10,7,true,Wiz,2026-07-03T08:05:00+00:00
FND-002869,SCN-20260203-2255,2026-02-03,2026-02-03T06:06:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,In Remediation,2025-08-15,172,22.40,880880.00,72.80,7,true,Nessus,2026-02-04T08:06:00+00:00
FND-002870,SCN-20260102-2256,2026-01-02,2026-01-02T06:07:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-12-04,29,5.40,559680.00,47.70,90,false,Nessus,2026-01-02T08:07:00+00:00
FND-002871,SCN-20260604-2257,2026-06-04,2026-06-04T06:08:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2025-40822,Insecure Deserialization in the log-shipping daemon,Insecure Deserialization,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-04-05,60,14.30,468180.00,54.40,90,false,CrowdStrike Spotlight,2026-06-04T08:08:00+00:00
FND-002872,SCN-20260606-1611,2026-06-06,2026-06-06T06:09:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2026-03-21,77,6.00,763200.00,58.30,90,false,Manual Pentest,2026-06-07T08:09:00+00:00
FND-002873,SCN-20260113-2258,2026-01-13,2026-01-13T06:10:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-41096,Cross-Site Scripting in the caching proxy,Cross-Site Scripting,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-09-21,114,4.50,481440.00,53.10,90,false,Manual Pentest,2026-01-14T08:10:00+00:00
FND-002874,SCN-20260217-2259,2026-02-17,2026-02-17T06:11:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-11-18,91,5.40,441490.00,47.70,90,false,Nessus,2026-02-19T08:11:00+00:00
FND-002875,SCN-20251224-0410,2025-12-24,2025-12-24T06:12:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-45891,Information Disclosure in the identity federation module,Information Disclosure,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-09-23,92,9.60,2047500.00,118.30,7,false,Rapid7 InsightVM,2025-12-26T08:12:00+00:00
FND-002876,SCN-20260525-0769,2026-05-25,2026-05-25T06:13:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-42603,Cryptographic Weakness in the identity federation module,Cryptographic Weakness,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-22,92,11.12,531080.00,56.80,30,true,Nessus,2026-05-26T08:13:00+00:00
FND-002877,SCN-20260616-1948,2026-06-16,2026-06-16T06:14:00+00:00,AST-011,logging-elastic-node,Cloud VM,Production,Observability,Platform SRE,CVE-2025-43699,Path Traversal in the metrics collector agent,Path Traversal,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-03,164,4.41,211420.00,21.70,180,false,Qualys VMDR,2026-06-16T08:14:00+00:00
FND-002878,SCN-20260310-0674,2026-03-10,2026-03-10T06:15:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2025-12-01,99,14.30,825600.00,77.40,30,true,Nessus,2026-03-10T08:15:00+00:00
FND-002879,SCN-20260213-2260,2026-02-13,2026-02-13T06:16:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-01-19,25,10.92,1980000.00,97.50,30,false,Rapid7 InsightVM,2026-02-13T08:16:00+00:00
FND-002880,SCN-20260423-0581,2026-04-23,2026-04-23T06:17:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-45069,Path Traversal in the container runtime shim,Path Traversal,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-15,98,7.00,402270.00,42.40,90,false,Wiz,2026-04-23T08:17:00+00:00
FND-002881,SCN-20260515-0372,2026-05-15,2026-05-15T06:18:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-45343,Cryptographic Weakness in the metrics collector agent,Cryptographic Weakness,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-11,93,8.10,619200.00,47.30,90,false,Wiz,2026-05-17T08:18:00+00:00
FND-002882,SCN-20260124-2261,2026-01-24,2026-01-24T06:19:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-41918,Denial of Service in the object-storage SDK,Denial of Service,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-06,18,13.44,873180.00,78.40,7,false,Qualys VMDR,2026-01-25T08:19:00+00:00
FND-002883,SCN-20260627-2262,2026-06-27,2026-06-27T06:20:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2025-45754,SQL Injection in the log-shipping daemon,SQL Injection,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-06-21,6,16.80,725200.00,78.40,7,true,CrowdStrike Spotlight,2026-06-27T08:20:00+00:00
FND-002884,SCN-20260602-0550,2026-06-02,2026-06-02T06:21:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2025-12-29,155,11.70,1535100.00,103.20,30,true,Qualys VMDR,2026-06-02T08:21:00+00:00
FND-002885,SCN-20260413-1091,2026-04-13,2026-04-13T06:22:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2025-10-21,174,9.36,765000.00,75.00,30,false,CrowdStrike Spotlight,2026-04-13T08:22:00+00:00
FND-002886,SCN-20251206-2263,2025-12-06,2025-12-06T06:23:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2025-45343,Cryptographic Weakness in the metrics collector agent,Cryptographic Weakness,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2025-07-17,142,9.45,326370.00,34.40,90,false,Manual Pentest,2025-12-06T08:23:00+00:00
FND-002887,SCN-20260212-2264,2026-02-12,2026-02-12T06:24:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2025-10-01,134,9.88,900000.00,75.00,30,false,Wiz,2026-02-12T08:24:00+00:00
FND-002888,SCN-20260609-1826,2026-06-09,2026-06-09T06:25:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,In Remediation,2026-05-29,11,21.28,2047500.00,118.30,7,true,Qualys VMDR,2026-06-11T08:25:00+00:00
FND-002889,SCN-20260314-1092,2026-03-14,2026-03-14T06:26:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,In Remediation,2026-02-01,41,24.32,1293600.00,98.00,7,true,Nessus,2026-03-16T08:26:00+00:00
FND-002890,SCN-20260609-0454,2026-06-09,2026-06-09T06:27:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-42603,Cryptographic Weakness in the identity federation module,Cryptographic Weakness,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-09,151,11.12,1448400.00,92.30,30,true,CrowdStrike Spotlight,2026-06-10T08:27:00+00:00
FND-002891,SCN-20260301-0035,2026-03-01,2026-03-01T06:28:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2025-10-16,136,22.40,2252250.00,118.30,7,true,Wiz,2026-03-01T08:28:00+00:00
FND-002892,SCN-20260714-0619,2026-07-14,2026-07-14T06:29:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-43288,Denial of Service in the message queue broker,Denial of Service,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-05-22,53,8.80,1085700.00,56.40,90,false,Nessus,2026-07-16T08:29:00+00:00
FND-002893,SCN-20260630-2265,2026-06-30,2026-06-30T06:30:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Accepted Risk,2026-05-16,45,6.00,720800.00,58.30,90,false,Qualys VMDR,2026-06-30T08:30:00+00:00
FND-002894,SCN-20260801-2266,2026-08-01,2026-08-01T06:31:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-06-04,58,11.44,210375.00,37.50,30,false,Nessus,2026-08-01T08:31:00+00:00
FND-002895,SCN-20251202-0318,2025-12-02,2025-12-02T06:32:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2025-11-07,25,14.30,1096500.00,94.60,30,true,Nessus,2025-12-03T08:32:00+00:00
