transaction_id,order_id,sale_date,posting_timestamp,customer_id,customer_name,customer_type,facility_state,sales_region,sales_rep_id,product_sku,product_family,procedure_category,units,unit_price,gross_sales,discount_pct,discount_amount,net_sales,cost_of_goods,gross_margin,currency,sales_channel,contract_id,purchase_order_number,invoice_number,payment_status,source_updated_at
TXN-002140,SO-102139,2026-02-08,2026-02-08T14:24:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-011,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,3,2975.00,8925.00,0.1750,1561.88,7363.12,4374.72,2988.40,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0030,SI-882139,OPEN,2026-02-08T17:24:00+00:00
TXN-002141,SO-102140,2026-03-01,2026-03-01T14:25:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,5,2975.00,14875.00,0.1600,2380.00,12495.00,7291.20,5203.80,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0031,SI-882140,PAID,2026-03-02T17:25:00+00:00
TXN-002142,SO-102141,2026-02-14,2026-02-14T14:26:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-019,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4728.50,9457.00,0.1950,1844.12,7612.88,5080.00,2532.88,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0032,SI-882141,PARTIALLY_PAID,2026-02-14T17:26:00+00:00
TXN-002143,SO-102142,2026-03-03,2026-03-03T14:27:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-025,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1656.40,1656.40,0.2400,397.54,1258.86,703.80,555.06,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0033,SI-882142,PAID,2026-03-04T17:27:00+00:00
TXN-002144,SO-102143,2026-04-14,2026-04-14T14:28:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-017,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,3,6355.80,19067.40,0.1000,1906.74,17160.66,10485.00,6675.66,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0034,SI-882143,PAID,2026-04-14T17:28:00+00:00
TXN-002145,SO-102144,2026-06-05,2026-06-05T14:29:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-015,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,8,4292.40,34339.20,0.1900,6524.45,27814.75,18849.60,8965.15,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0035,SI-882144,OPEN,2026-06-07T17:29:00+00:00
TXN-002146,SO-102145,2026-01-21,2026-01-21T14:30:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-010,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,2915.50,2915.50,0.1700,495.64,2419.86,1488.00,931.86,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0036,SI-882145,PAID,2026-01-23T17:30:00+00:00
TXN-002147,SO-102146,2025-11-13,2025-11-13T14:31:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-023,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,1,5154.80,5154.80,0.1400,721.67,4433.13,2735.00,1698.13,USD,Direct,AGR-ORTHO-26-317,CPO-007-2025-0037,SI-882146,PAID,2025-11-14T17:31:00+00:00
TXN-002148,SO-102147,2026-04-08,2026-04-08T14:32:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,3,1156.40,3469.20,0.1750,607.11,2862.09,1558.20,1303.89,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0038,SI-882147,OPEN,2026-04-08T17:32:00+00:00
TXN-002149,SO-102148,2026-03-09,2026-03-09T14:33:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-031,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,3,5207.40,15622.20,0.2450,3827.44,11794.76,8205.00,3589.76,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0039,SI-882148,PAID,2026-03-09T17:33:00+00:00
TXN-002150,SO-102149,2026-03-03,2026-03-03T14:34:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-016,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4380.00,4380.00,0.1200,525.60,3854.40,2310.00,1544.40,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0040,SI-882149,OPEN,2026-03-03T17:34:00+00:00
TXN-002151,SO-102150,2026-04-16,2026-04-16T14:35:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-005,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,892.50,1785.00,0.1450,258.83,1526.17,715.40,810.77,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0041,SI-882150,OPEN,2026-04-16T17:35:00+00:00
TXN-002152,SO-102151,2026-05-20,2026-05-20T14:36:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-030,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1656.40,3312.80,0.1950,646.00,2666.80,1380.00,1286.80,USD,Distributor,AGR-ORTHO-26-338,CPO-010-2026-0042,SI-882151,PAID,2026-05-22T17:36:00+00:00
TXN-002153,SO-102152,2026-04-21,2026-04-21T14:37:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-028,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1156.40,1156.40,0.2450,283.32,873.08,530.00,343.08,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0043,SI-882152,OPEN,2026-04-21T17:37:00+00:00
TXN-002154,SO-102153,2026-05-25,2026-05-25T14:38:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-032,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1640.00,3280.00,0.1900,623.20,2656.80,1407.60,1249.20,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0044,SI-882153,OPEN,2026-05-26T17:38:00+00:00
TXN-002155,SO-102154,2025-12-21,2025-12-21T14:39:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-006,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4728.50,4728.50,0.1900,898.42,3830.08,2489.20,1340.88,USD,Direct,AGR-ORTHO-26-310,CPO-001-2025-0045,SI-882154,PAID,2025-12-21T17:39:00+00:00
TXN-002156,SO-102155,2026-03-26,2026-03-26T14:40:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-040,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4423.80,8847.60,0.1400,1238.66,7608.94,4527.60,3081.34,USD,Direct,AGR-ORTHO-26-317,CPO-012-2026-0046,SI-882155,PAID,2026-03-27T17:40:00+00:00
TXN-002157,SO-102156,2026-05-20,2026-05-20T14:41:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-010,SOM-SCREW-45,Trauma Plating,Trauma fixation,5,146.00,730.00,0.1300,94.90,635.10,205.80,429.30,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0047,SI-882156,PAID,2026-05-20T17:41:00+00:00
TXN-002158,SO-102157,2026-04-26,2026-04-26T14:42:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-005,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4380.00,8760.00,0.1550,1357.80,7402.20,4712.40,2689.80,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0048,SI-882157,PAID,2026-04-28T17:42:00+00:00
TXN-002159,SO-102158,2025-11-09,2025-11-09T14:43:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-036,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,2,1465.10,2930.20,0.1350,395.58,2534.62,1250.00,1284.62,USD,Direct,AGR-ORTHO-26-317,CPO-012-2025-0049,SI-882158,PAID,2025-11-10T17:43:00+00:00
TXN-002160,SO-102159,2026-02-14,2026-02-14T14:44:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-013,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,1,6420.00,6420.00,0.1200,770.40,5649.60,3495.00,2154.60,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0050,SI-882159,OPEN,2026-02-16T17:44:00+00:00
TXN-002161,SO-102160,2026-01-01,2026-01-01T14:45:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-020,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1524.90,1524.90,0.1100,167.74,1357.16,625.00,732.16,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0051,SI-882160,PAID,2026-01-01T17:45:00+00:00
TXN-002162,SO-102161,2026-03-24,2026-03-24T14:46:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-033,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1180.00,1180.00,0.2000,236.00,944.00,519.40,424.60,USD,Distributor,AGR-ORTHO-26-338,CPO-010-2026-0052,SI-882161,PAID,2026-03-25T17:46:00+00:00
TXN-002163,SO-102162,2025-12-12,2025-12-12T14:00:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-025,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4380.00,4380.00,0.1350,591.30,3788.70,2310.00,1478.70,USD,ASC Program,AGR-ORTHO-26-317,CPO-007-2025-0053,SI-882162,OPEN,2025-12-12T17:00:00+00:00
TXN-002164,SO-102163,2026-04-07,2026-04-07T14:01:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-001,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1672.80,3345.60,0.2250,752.76,2592.84,1380.00,1212.84,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0054,SI-882163,PARTIALLY_PAID,2026-04-08T17:01:00+00:00
TXN-002165,SO-102164,2026-02-13,2026-02-13T14:02:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-029,SOM-SCREW-45,Trauma Plating,Trauma fixation,1,143.08,143.08,0.1800,25.75,117.33,42.84,74.49,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0055,SI-882164,PARTIALLY_PAID,2026-02-13T17:02:00+00:00
TXN-002166,SO-102165,2026-04-09,2026-04-09T14:03:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-003,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4336.20,4336.20,0.2250,975.65,3360.55,2263.80,1096.75,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0056,SI-882165,PAID,2026-04-11T17:03:00+00:00
TXN-002167,SO-102166,2026-04-21,2026-04-21T14:04:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-022,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,8,4292.40,34339.20,0.1300,4464.10,29875.10,18480.00,11395.10,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0057,SI-882166,OPEN,2026-04-22T17:04:00+00:00
TXN-002168,SO-102167,2026-03-09,2026-03-09T14:05:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-008,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,5,1203.60,6018.00,0.1150,692.07,5325.93,2650.00,2675.93,USD,ASC Program,AGR-ORTHO-26-317,CPO-002-2026-0058,SI-882167,PAID,2026-03-10T17:05:00+00:00
TXN-002169,SO-102168,2025-11-24,2025-11-24T14:06:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4873.25,9746.50,0.1600,1559.44,8187.06,5080.00,3107.06,USD,Direct,AGR-ORTHO-26-324,CPO-003-2025-0059,SI-882168,PAID,2025-11-25T17:06:00+00:00
TXN-002170,SO-102169,2025-12-07,2025-12-07T14:07:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-019,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4728.50,4728.50,0.1900,898.42,3830.08,2540.00,1290.08,USD,Direct,AGR-ORTHO-26-338,CPO-005-2025-0060,SI-882169,OPEN,2025-12-09T17:07:00+00:00
TXN-002171,SO-102170,2026-01-04,2026-01-04T14:08:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-019,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1640.00,4920.00,0.1350,664.20,4255.80,2028.60,2227.20,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0061,SI-882170,PAID,2026-01-05T17:08:00+00:00
TXN-002172,SO-102171,2026-03-22,2026-03-22T14:09:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-002,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1656.40,3312.80,0.1900,629.43,2683.37,1352.40,1330.97,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0062,SI-882171,PAID,2026-03-22T17:09:00+00:00
TXN-002173,SO-102172,2026-04-28,2026-04-28T14:10:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-012,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4380.00,13140.00,0.1400,1839.60,11300.40,7068.60,4231.80,USD,ASC Program,AGR-ORTHO-26-331,CPO-004-2026-0063,SI-882172,PAID,2026-04-29T17:10:00+00:00
TXN-002174,SO-102173,2026-02-19,2026-02-19T14:11:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-019,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1168.20,2336.40,0.1150,268.69,2067.71,1081.20,986.51,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0064,SI-882173,PAID,2026-02-20T17:11:00+00:00
TXN-002175,SO-102174,2026-03-17,2026-03-17T14:12:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-005,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,892.50,1785.00,0.2000,357.00,1428.00,730.00,698.00,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0065,SI-882174,PAID,2026-03-19T17:12:00+00:00
TXN-002176,SO-102175,2026-01-29,2026-01-29T14:13:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-030,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1156.40,2312.80,0.2300,531.94,1780.86,1060.00,720.86,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0066,SI-882175,PAID,2026-01-29T17:13:00+00:00
TXN-002177,SO-102176,2026-01-23,2026-01-23T14:14:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-010,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1640.00,4920.00,0.1100,541.20,4378.80,2111.40,2267.40,USD,Distributor,AGR-ORTHO-26-317,CPO-002-2026-0067,SI-882176,PAID,2026-01-25T17:14:00+00:00
TXN-002178,SO-102177,2026-04-15,2026-04-15T14:15:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,SOM-SCREW-45,Trauma Plating,Trauma fixation,1,144.54,144.54,0.1900,27.46,117.08,42.00,75.08,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0068,SI-882177,PAID,2026-04-16T17:15:00+00:00
TXN-002179,SO-102178,2025-12-04,2025-12-04T14:16:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-023,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1640.00,4920.00,0.1200,590.40,4329.60,2070.00,2259.60,USD,Direct,AGR-ORTHO-26-324,CPO-008-2025-0069,SI-882178,PAID,2025-12-06T17:16:00+00:00
TXN-002180,SO-102179,2025-12-14,2025-12-14T14:17:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-003,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,3,1203.60,3610.80,0.1800,649.94,2960.86,1621.80,1339.06,USD,Direct,AGR-ORTHO-26-310,CPO-001-2025-0070,SI-882179,OPEN,2025-12-16T17:17:00+00:00
TXN-002181,SO-102180,2026-06-04,2026-06-04T14:18:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-028,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1168.20,2336.40,0.2500,584.10,1752.30,1081.20,671.10,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0071,SI-882180,PAID,2026-06-06T17:18:00+00:00
TXN-002182,SO-102181,2026-04-07,2026-04-07T14:19:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-026,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,4,6291.60,25166.40,0.1400,3523.30,21643.10,13980.00,7663.10,USD,Direct,AGR-ORTHO-26-324,CPO-008-2026-0072,SI-882181,PAID,2026-04-07T17:19:00+00:00
TXN-002183,SO-102182,2026-04-22,2026-04-22T14:20:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-021,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,3004.75,3004.75,0.1150,345.55,2659.20,1458.24,1200.96,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0073,SI-882182,PAID,2026-04-24T17:20:00+00:00
TXN-002184,SO-102183,2026-02-28,2026-02-28T14:21:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-019,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,866.25,1732.50,0.1900,329.18,1403.32,744.60,658.72,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0074,SI-882183,PAID,2026-02-28T17:21:00+00:00
TXN-002185,SO-102184,2025-12-21,2025-12-21T14:22:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-019,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4292.40,12877.20,0.1400,1802.81,11074.39,6791.40,4282.99,USD,Direct,AGR-ORTHO-26-317,CPO-007-2025-0075,SI-882184,PAID,2025-12-23T17:22:00+00:00
TXN-002186,SO-102185,2026-02-15,2026-02-15T14:23:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-020,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,866.25,866.25,0.1400,121.28,744.97,365.00,379.97,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0076,SI-882185,PAID,2026-02-16T17:23:00+00:00
TXN-002187,SO-102186,2026-04-07,2026-04-07T14:24:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-021,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,4,5154.80,20619.20,0.1200,2474.30,18144.90,10721.20,7423.70,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0077,SI-882186,PAID,2026-04-07T17:24:00+00:00
TXN-002188,SO-102187,2026-02-26,2026-02-26T14:25:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-010,SOM-PLATE-8H,Trauma Plating,Trauma fixation,5,892.50,4462.50,0.1700,758.63,3703.87,1861.50,1842.37,USD,ASC Program,AGR-ORTHO-26-324,CPO-003-2026-0078,SI-882187,PAID,2026-02-28T17:25:00+00:00
TXN-002189,SO-102188,2026-01-10,2026-01-10T14:26:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-032,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,2,2975.00,5950.00,0.2000,1190.00,4760.00,3035.52,1724.48,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0079,SI-882188,PAID,2026-01-11T17:26:00+00:00
TXN-002190,SO-102189,2026-03-13,2026-03-13T14:27:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-015,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4380.00,8760.00,0.1200,1051.20,7708.80,4620.00,3088.80,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0080,SI-882189,PAID,2026-03-15T17:27:00+00:00
TXN-002191,SO-102190,2026-04-04,2026-04-04T14:28:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-034,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1509.95,1509.95,0.1900,286.89,1223.06,625.00,598.06,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0081,SI-882190,PAID,2026-04-04T17:28:00+00:00
TXN-002192,SO-102191,2025-11-14,2025-11-14T14:29:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1623.60,3247.20,0.1900,616.97,2630.23,1380.00,1250.23,USD,Distributor,AGR-ORTHO-26-338,CPO-005-2025-0082,SI-882191,PAID,2025-11-14T17:29:00+00:00
TXN-002193,SO-102192,2026-05-25,2026-05-25T14:30:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-014,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,4,3004.75,12019.00,0.1950,2343.71,9675.29,5952.00,3723.29,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0083,SI-882192,PAID,2026-05-25T17:30:00+00:00
TXN-002194,SO-102193,2026-02-18,2026-02-18T14:31:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-027,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,2,4423.80,8847.60,0.2300,2034.95,6812.65,4527.60,2285.05,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0084,SI-882193,PAID,2026-02-19T17:31:00+00:00
TXN-002195,SO-102194,2025-12-19,2025-12-19T14:32:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-007,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1180.00,1180.00,0.1100,129.80,1050.20,540.60,509.60,USD,Direct,AGR-ORTHO-26-317,CPO-002-2025-0085,SI-882194,PAID,2025-12-20T17:32:00+00:00
TXN-002196,SO-102195,2026-01-06,2026-01-06T14:33:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-032,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1640.00,3280.00,0.1900,623.20,2656.80,1380.00,1276.80,USD,ASC Program,AGR-ORTHO-26-338,CPO-010-2026-0086,SI-882195,PAID,2026-01-07T17:33:00+00:00
TXN-002197,SO-102196,2026-03-13,2026-03-13T14:34:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-015,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4776.75,4776.75,0.1300,620.98,4155.77,2540.00,1615.77,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0087,SI-882196,PAID,2026-03-15T17:34:00+00:00
TXN-002198,SO-102197,2026-06-27,2026-06-27T14:35:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-007,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4873.25,4873.25,0.2000,974.65,3898.60,2489.20,1409.40,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0088,SI-882197,PAID,2026-06-29T17:35:00+00:00
TXN-002199,SO-102198,2025-11-28,2025-11-28T14:36:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-010,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,4,1640.00,6560.00,0.1350,885.60,5674.40,2760.00,2914.40,USD,Distributor,AGR-ORTHO-26-331,CPO-004-2025-0089,SI-882198,PAID,2025-11-30T17:36:00+00:00
TXN-002200,SO-102199,2026-05-04,2026-05-04T14:37:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-020,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,3,2975.00,8925.00,0.1350,1204.88,7720.12,4553.28,3166.84,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0090,SI-882199,PAID,2026-05-05T17:37:00+00:00
TXN-002201,SO-102200,2026-01-01,2026-01-01T14:38:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-003,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1623.60,4870.80,0.1900,925.45,3945.35,2111.40,1833.95,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0091,SI-882200,OPEN,2026-01-02T17:38:00+00:00
TXN-002202,SO-102201,2026-02-20,2026-02-20T14:39:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-025,SOM-SCREW-45,Trauma Plating,Trauma fixation,1,146.00,146.00,0.1350,19.71,126.29,42.84,83.45,USD,Direct,AGR-ORTHO-26-324,CPO-008-2026-0092,SI-882201,PAID,2026-02-22T17:39:00+00:00
TXN-002203,SO-102202,2026-03-13,2026-03-13T14:40:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-038,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4336.20,4336.20,0.1300,563.71,3772.49,2310.00,1462.49,USD,Direct,AGR-ORTHO-26-317,CPO-012-2026-0093,SI-882202,PAID,2026-03-14T17:40:00+00:00
TXN-002204,SO-102203,2026-02-21,2026-02-21T14:41:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-015,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1607.20,3214.40,0.1200,385.73,2828.67,1352.40,1476.27,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0094,SI-882203,PARTIALLY_PAID,2026-02-22T17:41:00+00:00
TXN-002205,SO-102204,2026-05-11,2026-05-11T14:42:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-028,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,8,2975.00,23800.00,0.1200,2856.00,20944.00,11904.00,9040.00,USD,Direct,AGR-ORTHO-26-324,CPO-008-2026-0095,SI-882204,PAID,2026-05-11T17:42:00+00:00
TXN-002206,SO-102205,2026-03-03,2026-03-03T14:43:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-007,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,5,5312.60,26563.00,0.1800,4781.34,21781.66,13948.50,7833.16,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0096,SI-882205,PAID,2026-03-03T17:43:00+00:00
TXN-002207,SO-102206,2026-04-03,2026-04-03T14:44:00+00:00,CUS-011,Desert Ridge Ambulatory Surgery,ASC,AZ,Mountain,REP-032,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1156.40,1156.40,0.1100,127.20,1029.20,530.00,499.20,USD,Direct,AGR-ORTHO-26-310,CPO-011-2026-0097,SI-882206,OPEN,2026-04-03T17:44:00+00:00
